Brand,Title,Price,Product Link,Source Brand Page
Levis,Solid Lounge T-shirt,Rs. 558Rs. 649(14% OFF),https://www.myntra.comlounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027436/buy,https://www.myntra.com/levis
Levis,Men Solid Thermal Top,Rs. 483Rs. 849(43% OFF),https://www.myntra.comthermal-tops/levis/levis-mens-round-neck-half-sleeve-thermal-regular-fit-top/10723252/buy,https://www.myntra.com/levis
Levis,Men 511 Slim Fit Jeans,Rs. 1439Rs. 2999(52% OFF),https://www.myntra.comjeans/levis/levis-men-511-slim-fit-light-fade-stretchable-jeans/25756782/buy,https://www.myntra.com/levis
Levis,Men Neo Briefs,Rs. 201Rs. 249(19% OFF),https://www.myntra.combriefs/levis/levis-men-solid-cotton-ultrasoft-waistband-brief-with-smartskin-technology/9263091/buy,https://www.myntra.com/levis
Levis,Men Pack of 2 Solid Briefs,Rs. 383Rs. 479(20% OFF),https://www.myntra.combriefs/levis/levis-men-pack-of-2-solid-cotton-ultrasoft-waistband-brief-with-smartskin-technology/9262603/buy,https://www.myntra.com/levis
Levis,Men 512 Slim Fit Jeans,Rs. 1739Rs. 2999(42% OFF),https://www.myntra.comjeans/levis/levis-men-512--low-rise-light-fade-stretchable-tapered-fit-jeans/25756744/buy,https://www.myntra.com/levis
Levis,Solid Lounge T-shirt,Rs. 558Rs. 649(14% OFF),https://www.myntra.comlounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027432/buy,https://www.myntra.com/levis
Levis,Men Solid Innerwear Vest,Rs. 239Rs. 279(14% OFF),https://www.myntra.cominnerwear-vests/levis/levis-men-solid-scoop-neck-sleeveless-pure-cotton-classic-vest/9270955/buy,https://www.myntra.com/levis
Levis,Pack of 2 Assorted Trunks,Rs. 448Rs. 598(25% OFF),https://www.myntra.comtrunk/levis/levis-men-pack-of-2-assorted-solid-trunks-020/14447638/buy,https://www.myntra.com/levis
Levis,Men Pure Cotton Neo Brief,Rs. 201Rs. 249(19% OFF),https://www.myntra.combriefs/levis/levis-men-solid-cotton-ultrasoft-waistband-brief-with-smartskin-technology/9262481/buy,https://www.myntra.com/levis
Levis,Men Solid Innerwear Vest,Rs. 279Rs. 329(15% OFF),https://www.myntra.cominnerwear-vests/levis/levis-men-solid-round-neck-sleeveless-pure-cotton-rib-vest/9270895/buy,https://www.myntra.com/levis
Levis,Pack of 2 Assorted Trunks,Rs. 433Rs. 578(25% OFF),https://www.myntra.comtrunk/levis/levis-men-pack-of-2-solid-cotton-rib-ultrasoft-waistband-shorter-length-trunk/14447636/buy,https://www.myntra.com/levis
Levis,Cotton Sweatshirt & Shorts,Rs. 1871Rs. 3899(52% OFF),https://www.myntra.comco-ords/levis/levis-pure-cotton-printed-sweatshirt--shorts/32905216/buy,https://www.myntra.com/levis
Levis,Men Checked Backpack- 17 Ltr,Rs. 839Rs. 1999(58% OFF),https://www.myntra.combackpacks/levis/levis-men-checked-backpack---17-ltr/26436538/buy,https://www.myntra.com/levis
Levis,Men Assorted Solid Trunks,Rs. 259Rs. 345(25% OFF),https://www.myntra.comtrunk/levis/levis-men-assorted-solid-trunks-018-trunk-asst-p1/14461444/buy,https://www.myntra.com/levis
Levis,Men Pack of 2 Neo Briefs,Rs. 383Rs. 479(20% OFF),https://www.myntra.combriefs/levis/levis-men-pack-of-2-solid-cotton-ultrasoft-waistband-brief-with-smartskin-technology/9262443/buy,https://www.myntra.com/levis
Levis,Men Solid Thermal Top,Rs. 483Rs. 849(43% OFF),https://www.myntra.comthermal-tops/levis/levis-mens-round-neck-half-sleeve-thermal-regular-fit-top-grey/10723242/buy,https://www.myntra.com/levis
Levis,Men Slim Fit Jeans,Rs. 1739Rs. 2999(42% OFF),https://www.myntra.comjeans/levis/levis-men-511-slim-low-rise-light-fade-stretchable-jeans/25756832/buy,https://www.myntra.com/levis
Levis,Solid V-Neck Lounge T-shirt,Rs. 558Rs. 649(14% OFF),https://www.myntra.comlounge-tshirts/levis/levis-men-pure-cotton-v-neck-short-sleeve-tshirt/12027420/buy,https://www.myntra.com/levis
Levis,Pack of 2 Assorted Briefs,Rs. 283Rs. 378(25% OFF),https://www.myntra.combriefs/levis/levis-men-pack-of-2-solid-pure-cotton-brief-with-smartskin-technology/14447770/buy,https://www.myntra.com/levis
